Year,Region,Region code,Country,Country Code,Data categories,Indicator coverage and disaggregation,Data available last 5 years,Data available last 10 years,First administrative level,Second administrative level,Coverage subscore,Machine readable,Non-proprietary,Download options,Metadata available,Terms of use,Openness subscore,Overall score
2016,Eastern Asia,ASF,Hong Kong SAR China,HKG,Money & banking,100,100,50,0,0,83.3,0,100,0,50,0,30,50
2016,Eastern Asia,ASF,Hong Kong SAR China,HKG,International trade,50,50,50,0,0,50,0,100,0,50,0,30,37.5
2016,Eastern Asia,ASF,Hong Kong SAR China,HKG,Balance of payments,50,50,50,0,0,50,0,100,0,50,0,30,37.5
2016,Eastern Asia,ASF,Hong Kong SAR China,HKG,Economic & financial statistics subscore,71.4,64.3,42.9,0,0,50,14.3,85.7,0,64.3,0,32.9,40
2016,Eastern Asia,ASF,Hong Kong SAR China,HKG,Land use,100,50,0,0,0,37.5,0,100,0,0,0,20,27.8
2016,Eastern Asia,ASF,Hong Kong SAR China,HKG,Resource use,50,50,50,0,0,37.5,0,100,0,0,0,20,27.8
2016,Eastern Asia,ASF,Hong Kong SAR China,HKG,Energy use,100,100,100,0,0,75,0,100,0,50,0,30,50
2016,Eastern Asia,ASF,Hong Kong SAR China,HKG,Pollution,100,50,50,50,0,62.5,50,100,0,0,0,30,44.4
2016,Eastern Asia,ASF,Hong Kong SAR China,HKG,Built environment,50,50,0,50,0,37.5,0,0,0,0,50,10,22.2
2016,South-Eastern Asia,ASE,Indonesia,IDN,Population & vital statistics,50,0,0,0,0,10,100,0,0,100,0,40,25
2016,South-Eastern Asia,ASE,Indonesia,IDN,Education facilities,50,50,50,50,0,40,100,0,0,100,0,40,40
2016,South-Eastern Asia,ASE,Indonesia,IDN,Education outcomes,50,50,50,50,0,40,100,0,50,50,100,60,50
2016,South-Eastern Asia,ASE,Indonesia,IDN,Health facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,South-Eastern Asia,ASE,Indonesia,IDN,Health outcomes,50,50,50,50,0,40,100,0,0,50,0,30,35
2016,South-Eastern Asia,ASE,Indonesia,IDN,Reproductive health,50,50,50,50,0,40,100,0,0,50,0,30,35
2016,South-Eastern Asia,ASE,Indonesia,IDN,Gender statistics ,50,50,50,0,0,30,100,0,0,0,0,20,25
2016,South-Eastern Asia,ASE,Indonesia,IDN,Poverty & income,50,50,50,50,0,40,100,0,0,100,0,40,40
2016,South-Eastern Asia,ASE,Indonesia,IDN,Social statistics subscore,43.8,37.5,37.5,31.3,0,30,87.5,0,6.3,56.3,12.5,32.5,31.3
2016,South-Eastern Asia,ASE,Indonesia,IDN,National accounts,100,100,50,0,0,62.5,100,0,0,50,0,30,44.4
2016,South-Eastern Asia,ASE,Indonesia,IDN,Labor ,50,50,50,50,0,40,100,0,0,100,0,40,40
2016,South-Eastern Asia,ASE,Indonesia,IDN,Price indexes,100,100,100,0,0,60,100,0,50,100,0,50,55
2016,South-Eastern Asia,ASE,Indonesia,IDN,Government finance,100,100,100,50,0,87.5,100,0,0,0,0,20,50
2016,South-Eastern Asia,ASE,Indonesia,IDN,Money & banking,50,50,50,0,0,50,100,0,0,100,0,40,43.8
2016,South-Eastern Asia,ASE,Indonesia,IDN,International trade,100,100,100,0,0,100,100,0,50,50,0,40,62.5
2016,South-Eastern Asia,ASE,Indonesia,IDN,Balance of payments,100,50,50,0,0,66.7,0,100,0,50,0,30,43.8
2016,South-Eastern Asia,ASE,Indonesia,IDN,Economic & financial statistics subscore,85.7,78.6,71.4,25,0,64.8,85.7,14.3,14.3,64.3,0,35.7,48.4
2016,South-Eastern Asia,ASE,Indonesia,IDN,Land use,50,50,50,50,0,40,100,100,0,50,0,50,45
2016,South-Eastern Asia,ASE,Indonesia,IDN,Resource use,100,100,50,50,0,60,100,0,0,50,0,30,45
2016,South-Eastern Asia,ASE,Indonesia,IDN,Energy use,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,South-Eastern Asia,ASE,Indonesia,IDN,Pollution,100,100,100,0,50,70,100,0,0,0,0,20,45
2016,South-Eastern Asia,ASE,Indonesia,IDN,Built environment,100,100,100,100,0,80,100,0,0,0,0,20,50
2016,Eastern Asia,ASF,Japan,JPN,Population & vital statistics,100,50,50,50,0,50,100,0,0,100,100,60,55
2016,Eastern Asia,ASF,Japan,JPN,Education facilities,50,50,50,50,0,40,100,0,0,100,100,60,50
2016,Eastern Asia,ASF,Japan,JPN,Education outcomes,50,50,50,50,0,40,100,0,0,100,100,60,50
2016,Eastern Asia,ASF,Japan,JPN,Health facilities,100,50,50,100,0,60,100,0,0,100,100,60,60
2016,Eastern Asia,ASF,Japan,JPN,Health outcomes,50,50,0,0,0,20,100,0,0,50,100,50,35
2016,Eastern Asia,ASF,Japan,JPN,Reproductive health,50,50,50,50,0,40,100,0,0,100,100,60,50
2016,Eastern Asia,ASF,Japan,JPN,Gender statistics ,100,100,50,0,0,50,100,0,0,100,100,60,55
2016,Eastern Asia,ASF,Japan,JPN,Poverty & income,50,50,0,0,0,20,100,0,50,50,50,50,35
2016,Eastern Asia,ASF,Japan,JPN,Social statistics subscore,68.8,56.3,37.5,37.5,0,40,100,0,6.3,87.5,93.8,57.5,48.8
2016,Eastern Asia,ASF,Japan,JPN,National accounts,50,50,50,0,0,37.5,100,0,0,100,100,60,50
2016,Eastern Asia,ASF,Japan,JPN,Labor ,50,50,50,50,0,40,50,50,0,100,100,60,50
2016,Eastern Asia,ASF,Japan,JPN,Price indexes,100,100,50,0,0,50,0,100,0,50,50,40,45
2016,Eastern Asia,ASF,Japan,JPN,Government finance,100,100,50,0,0,62.5,100,0,0,100,100,60,61.1
2016,Eastern Asia,ASF,Japan,JPN,Money & banking,100,100,50,0,0,83.3,100,0,0,100,100,60,68.8
2016,Eastern Asia,ASF,Japan,JPN,International trade,50,50,50,0,0,50,100,0,0,100,100,60,56.3
2016,Eastern Asia,ASF,Japan,JPN,Balance of payments,100,100,50,0,0,83.3,100,0,0,100,100,60,68.8
2016,Eastern Asia,ASF,Japan,JPN,Economic & financial statistics subscore,78.6,78.6,50,12.5,0,55.6,78.6,21.4,0,92.9,92.9,57.1,56.5
2016,Eastern Asia,ASF,Japan,JPN,Land use,100,50,0,100,0,50,100,0,0,100,100,60,55
2016,Eastern Asia,ASF,Japan,JPN,Resource use,100,50,50,50,0,50,100,0,0,100,100,60,55
2016,Eastern Asia,ASF,Japan,JPN,Energy use,50,50,0,0,0,20,100,0,0,100,100,60,40
2016,Eastern Asia,ASF,Japan,JPN,Pollution,100,100,50,0,0,50,100,0,0,100,100,60,55
2016,Eastern Asia,ASF,Japan,JPN,Built environment,100,50,50,50,0,50,100,0,0,50,100,50,50
2016,Eastern Asia,ASF,Korea Rep.,KOR,Population & vital statistics,100,100,100,100,50,90,100,100,50,100,50,80,85
2016,Eastern Asia,ASF,Korea Rep.,KOR,Education facilities,50,50,50,50,0,40,100,100,50,0,50,60,50
2016,Eastern Asia,ASF,Korea Rep.,KOR,Education outcomes,50,50,50,50,0,40,100,100,50,0,50,60,50
2016,Eastern Asia,ASF,Korea Rep.,KOR,Health facilities,50,50,50,50,0,40,100,100,50,0,50,60,50
2016,Eastern Asia,ASF,Korea Rep.,KOR,Health outcomes,50,50,50,50,0,40,100,100,50,0,50,60,50
2016,Eastern Asia,ASF,Korea Rep.,KOR,Reproductive health,50,50,50,50,50,50,100,100,50,50,50,70,60
2016,Eastern Asia,ASF,Korea Rep.,KOR,Gender statistics ,100,100,50,0,0,50,0,100,0,0,0,20,35
2016,Eastern Asia,ASF,Korea Rep.,KOR,Poverty & income,50,50,50,0,0,30,100,100,50,0,50,60,45
2016,Eastern Asia,ASF,Korea Rep.,KOR,Social statistics subscore,62.5,62.5,56.3,43.8,12.5,47.5,87.5,100,43.8,18.8,43.8,58.8,53.1
2016,Eastern Asia,ASF,Korea Rep.,KOR,National accounts,100,100,100,0,0,75,100,100,50,0,50,60,66.7
2016,Eastern Asia,ASF,Korea Rep.,KOR,Labor ,100,100,100,0,0,60,100,100,50,100,50,80,70
2016,Eastern Asia,ASF,Korea Rep.,KOR,Price indexes,100,100,100,0,50,70,100,100,50,100,50,80,75
2016,Eastern Asia,ASF,Korea Rep.,KOR,Government finance,100,100,100,0,0,75,100,100,50,0,50,60,66.7
2016,Eastern Asia,ASF,Korea Rep.,KOR,Money & banking,100,100,100,0,0,100,100,100,50,0,50,60,75
2016,Eastern Asia,ASF,Korea Rep.,KOR,International trade,100,100,100,0,0,100,100,100,50,0,50,60,75
2016,Eastern Asia,ASF,Korea Rep.,KOR,Balance of payments,100,100,100,0,0,100,100,100,50,0,50,60,75
2016,Eastern Asia,ASF,Korea Rep.,KOR,Economic & financial statistics subscore,100,100,100,0,25,79.6,100,100,50,28.6,50,65.7,71.8
2016,Eastern Asia,ASF,Korea Rep.,KOR,Land use,100,100,100,100,100,100,100,100,50,0,50,60,80
2016,Eastern Asia,ASF,Korea Rep.,KOR,Resource use,100,50,100,50,0,60,50,100,50,0,50,50,55
2016,Eastern Asia,ASF,Korea Rep.,KOR,Energy use,100,100,50,0,0,50,100,100,50,0,50,60,55
2016,Eastern Asia,ASF,Korea Rep.,KOR,Pollution,100,50,100,50,50,70,50,100,50,0,50,50,60
2016,Eastern Asia,ASF,Korea Rep.,KOR,Built environment,50,0,0,50,50,30,100,100,50,0,50,60,45
2016,South-Eastern Asia,ASE,Lao PDR,LAO,Population & vital statistics,50,50,50,50,0,40,0,100,0,50,50,40,40
2016,South-Eastern Asia,ASE,Lao PDR,LAO,Education facilities,50,50,50,50,0,40,0,100,0,0,50,30,35
2016,South-Eastern Asia,ASE,Lao PDR,LAO,Education outcomes,50,50,50,50,0,40,0,100,0,50,50,40,40
2016,South-Eastern Asia,ASE,Lao PDR,LAO,Health facilities,100,50,50,0,0,40,0,100,0,0,50,30,35
2016,South-Eastern Asia,ASE,Lao PDR,LAO,Health outcomes,50,50,0,50,0,30,0,100,0,100,50,50,40
2016,South-Eastern Asia,ASE,Lao PDR,LAO,Reproductive health,100,50,50,50,0,50,50,100,50,50,50,60,55
2016,South-Eastern Asia,ASE,Lao PDR,LAO,Gender statistics ,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,South-Eastern Asia,ASE,Lao PDR,LAO,Poverty & income,50,50,50,50,0,40,0,100,0,100,50,50,45
2016,South-Eastern Asia,ASE,Lao PDR,LAO,Social statistics subscore,56.3,43.8,37.5,37.5,0,35,6.3,87.5,6.3,43.8,43.8,37.5,36.3
2016,South-Eastern Asia,ASE,Lao PDR,LAO,National accounts,50,50,50,0,0,37.5,0,100,0,0,50,30,33.3
2016,South-Eastern Asia,ASE,Lao PDR,LAO,Labor ,100,0,0,50,0,30,0,100,0,100,50,50,40
2016,South-Eastern Asia,ASE,Lao PDR,LAO,Price indexes,50,50,50,0,0,30,0,100,0,0,50,30,30
2016,South-Eastern Asia,ASE,Lao PDR,LAO,Government finance,50,50,50,0,0,37.5,0,100,0,50,0,30,33.3
2016,South-Eastern Asia,ASE,Lao PDR,LAO,Money & banking,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,South-Eastern Asia,ASE,Lao PDR,LAO,International trade,50,50,0,0,0,33.3,0,100,0,0,50,30,31.3
2016,South-Eastern Asia,ASE,Lao PDR,LAO,Balance of payments,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,South-Eastern Asia,ASE,Lao PDR,LAO,Economic & financial statistics subscore,42.9,28.6,21.4,12.5,0,25.9,0,71.4,0,21.4,28.6,24.3,25
2016,South-Eastern Asia,ASE,Lao PDR,LAO,Land use,50,50,50,50,0,40,0,100,0,50,50,40,40
2016,South-Eastern Asia,ASE,Lao PDR,LAO,Resource use,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,South-Eastern Asia,ASE,Lao PDR,LAO,Energy use,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,South-Eastern Asia,ASE,Lao PDR,LAO,Pollution,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,South-Eastern Asia,ASE,Lao PDR,LAO,Built environment,50,50,0,50,0,30,0,100,50,100,50,60,45
2016,South-Eastern Asia,ASE,Malaysia,MYS,Population & vital statistics,50,50,50,50,0,40,100,50,50,50,50,60,50
2016,South-Eastern Asia,ASE,Malaysia,MYS,Education facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,South-Eastern Asia,ASE,Malaysia,MYS,Education outcomes,50,0,0,50,0,20,100,100,50,50,50,70,45
2016,South-Eastern Asia,ASE,Malaysia,MYS,Health facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,South-Eastern Asia,ASE,Malaysia,MYS,Health outcomes,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,South-Eastern Asia,ASE,Malaysia,MYS,Reproductive health,100,100,100,0,0,60,100,100,50,50,50,70,65
2016,South-Eastern Asia,ASE,Malaysia,MYS,Gender statistics ,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,South-Eastern Asia,ASE,Malaysia,MYS,Poverty & income,100,50,50,50,0,50,50,100,50,50,50,60,55
2016,South-Eastern Asia,ASE,Malaysia,MYS,Social statistics subscore,37.5,25,25,18.8,0,21.3,43.8,43.8,25,25,25,32.5,26.9
2016,South-Eastern Asia,ASE,Malaysia,MYS,National accounts,50,50,50,50,0,50,100,0,0,50,50,40,44.4
2016,South-Eastern Asia,ASE,Malaysia,MYS,Labor ,50,50,50,50,0,40,100,50,50,50,50,60,50
2016,South-Eastern Asia,ASE,Malaysia,MYS,Price indexes,50,50,50,0,0,30,50,50,0,50,50,40,35
2016,South-Eastern Asia,ASE,Malaysia,MYS,Government finance,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,South-Eastern Asia,ASE,Malaysia,MYS,Money & banking,50,50,50,0,0,50,100,100,0,50,50,60,56.3
2016,South-Eastern Asia,ASE,Malaysia,MYS,International trade,50,50,50,0,0,50,50,100,0,50,50,50,50
2016,South-Eastern Asia,ASE,Malaysia,MYS,Balance of payments,100,100,100,0,0,100,100,100,0,100,50,70,81.3
2016,South-Eastern Asia,ASE,Malaysia,MYS,Economic & financial statistics subscore,50,50,50,25,0,42.6,71.4,57.1,7.1,50,42.9,45.7,44.4
2016,South-Eastern Asia,ASE,Malaysia,MYS,Land use,50,50,50,0,0,30,100,0,0,50,50,40,35
2016,South-Eastern Asia,ASE,Malaysia,MYS,Resource use,100,100,100,0,0,60,100,50,0,50,50,50,55
2016,South-Eastern Asia,ASE,Malaysia,MYS,Energy use,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,South-Eastern Asia,ASE,Malaysia,MYS,Pollution,100,100,100,0,0,60,100,0,0,50,50,40,50
2016,South-Eastern Asia,ASE,Malaysia,MYS,Built environment,100,50,0,100,0,50,50,100,50,50,50,60,55
2016,Eastern Asia,ASF,Mongolia,MNG,Population & vital statistics,100,100,100,100,50,90,100,100,50,100,0,70,80
2016,Eastern Asia,ASF,Mongolia,MNG,Education facilities,50,50,50,50,0,40,100,100,50,50,0,60,50
2016,Eastern Asia,ASF,Mongolia,MNG,Education outcomes,50,50,50,50,0,40,100,100,50,50,0,60,50
2016,Eastern Asia,ASF,Mongolia,MNG,Health facilities,100,100,100,50,50,80,100,100,50,50,0,60,70
2016,Eastern Asia,ASF,Mongolia,MNG,Health outcomes,50,50,50,50,50,50,100,100,50,50,0,60,55
2016,Eastern Asia,ASF,Mongolia,MNG,Reproductive health,100,100,100,50,0,70,100,100,50,50,0,60,65
2016,Eastern Asia,ASF,Mongolia,MNG,Gender statistics ,100,100,100,0,0,60,100,100,50,50,0,60,60
2016,Eastern Asia,ASF,Mongolia,MNG,Poverty & income,50,50,50,0,0,30,100,100,50,100,0,70,50
2016,Eastern Asia,ASF,Mongolia,MNG,Social statistics subscore,75,75,75,43.8,18.8,57.5,100,100,50,62.5,0,62.5,60
2016,Eastern Asia,ASF,Mongolia,MNG,National accounts,100,100,100,0,0,75,100,100,50,100,0,70,72.2
2016,Eastern Asia,ASF,Mongolia,MNG,Labor ,50,50,50,50,0,40,100,100,50,100,0,70,55
2016,Eastern Asia,ASF,Mongolia,MNG,Price indexes,50,50,50,50,0,40,100,100,50,100,0,70,55
2016,Eastern Asia,ASF,Mongolia,MNG,Government finance,100,100,100,0,0,75,100,100,50,100,0,70,72.2
2016,Eastern Asia,ASF,Mongolia,MNG,Money & banking,50,50,50,0,0,50,100,100,50,0,0,50,50
2016,Eastern Asia,ASF,Mongolia,MNG,International trade,100,100,100,0,0,100,100,100,50,100,0,70,81.3
2016,Eastern Asia,ASF,Mongolia,MNG,Balance of payments,100,50,100,0,0,83.3,50,100,50,100,0,60,68.8
2016,Eastern Asia,ASF,Mongolia,MNG,Economic & financial statistics subscore,78.6,71.4,78.6,25,0,63,92.9,100,50,85.7,0,65.7,64.5
2016,Eastern Asia,ASF,Mongolia,MNG,Land use,100,100,100,50,0,70,100,100,50,100,0,70,70
2016,Eastern Asia,ASF,Mongolia,MNG,Resource use,50,50,50,50,0,40,100,100,50,50,0,60,50
2016,Eastern Asia,ASF,Mongolia,MNG,Energy use,100,100,100,0,0,60,100,100,50,50,0,60,60
2016,Eastern Asia,ASF,Mongolia,MNG,Pollution,100,50,100,50,0,60,100,100,50,50,0,60,60
2016,Eastern Asia,ASF,Mongolia,MNG,Built environment,50,50,50,50,0,40,100,100,50,50,0,60,50
2016,South-Eastern Asia,ASE,Myanmar,MMR,Population & vital statistics,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,South-Eastern Asia,ASE,Myanmar,MMR,Education facilities,50,50,50,50,0,40,100,100,50,50,0,60,50
2016,South-Eastern Asia,ASE,Myanmar,MMR,Education outcomes,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,South-Eastern Asia,ASE,Myanmar,MMR,Health facilities,100,100,100,50,0,70,100,100,50,50,0,60,65
2016,South-Eastern Asia,ASE,Myanmar,MMR,Health outcomes,50,0,0,50,0,20,0,100,0,100,0,40,30
2016,South-Eastern Asia,ASE,Myanmar,MMR,Reproductive health,50,50,50,50,0,40,50,100,50,100,0,60,50
2016,South-Eastern Asia,ASE,Myanmar,MMR,Gender statistics ,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,South-Eastern Asia,ASE,Myanmar,MMR,Poverty & income,50,0,0,50,0,20,0,100,0,100,0,40,30
2016,South-Eastern Asia,ASE,Myanmar,MMR,Social statistics subscore,37.5,25,25,31.3,0,23.8,31.3,62.5,18.8,50,0,32.5,28.1
2016,South-Eastern Asia,ASE,Myanmar,MMR,National accounts,50,50,50,0,0,37.5,100,100,50,50,0,60,50
2016,South-Eastern Asia,ASE,Myanmar,MMR,Labor ,50,50,50,50,0,40,50,100,50,50,0,50,45
2016,South-Eastern Asia,ASE,Myanmar,MMR,Price indexes,50,50,50,0,0,30,100,100,50,100,0,70,50
2016,South-Eastern Asia,ASE,Myanmar,MMR,Government finance,100,0,50,0,0,37.5,100,100,50,0,0,50,44.4
2016,South-Eastern Asia,ASE,Myanmar,MMR,Money & banking,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,South-Eastern Asia,ASE,Myanmar,MMR,International trade,50,50,50,0,0,50,100,100,50,100,0,70,62.5
2016,South-Eastern Asia,ASE,Myanmar,MMR,Balance of payments,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,South-Eastern Asia,ASE,Myanmar,MMR,Economic & financial statistics subscore,42.9,28.6,35.7,12.5,0,29.6,64.3,71.4,35.7,42.9,0,42.9,37.1
2016,South-Eastern Asia,ASE,Myanmar,MMR,Land use,100,100,100,50,0,70,100,100,50,50,0,60,65
2016,South-Eastern Asia,ASE,Myanmar,MMR,Resource use,50,50,50,50,0,40,100,100,50,50,0,60,50
2016,South-Eastern Asia,ASE,Myanmar,MMR,Energy use,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,South-Eastern Asia,ASE,Myanmar,MMR,Pollution,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,South-Eastern Asia,ASE,Myanmar,MMR,Built environment,50,0,0,50,0,20,0,100,0,100,0,40,30
2016,South-Eastern Asia,ASE,Philippines,PHL,Population & vital statistics,100,50,50,50,50,60,50,100,0,50,50,50,55
2016,South-Eastern Asia,ASE,Philippines,PHL,Education facilities,50,50,50,50,0,40,0,100,0,100,50,50,45
2016,South-Eastern Asia,ASE,Philippines,PHL,Education outcomes,50,50,50,50,0,40,0,100,0,100,50,50,45
2016,South-Eastern Asia,ASE,Philippines,PHL,Health facilities,100,50,100,50,0,60,0,100,0,100,50,50,55
2016,South-Eastern Asia,ASE,Philippines,PHL,Health outcomes,100,50,50,0,0,40,0,100,0,50,50,40,40
2016,South-Eastern Asia,ASE,Philippines,PHL,Reproductive health,100,50,0,50,0,40,0,100,0,50,50,40,40
2016,South-Eastern Asia,ASE,Philippines,PHL,Gender statistics ,100,0,50,0,0,30,100,100,50,100,50,80,55
2016,South-Eastern Asia,ASE,Philippines,PHL,Poverty & income,100,50,50,50,0,50,0,100,0,0,50,30,40
2016,South-Eastern Asia,ASE,Philippines,PHL,Social statistics subscore,87.5,43.8,50,37.5,6.3,45,18.8,100,6.3,68.8,50,48.8,46.9
2016,South-Eastern Asia,ASE,Philippines,PHL,National accounts,100,100,100,50,0,87.5,100,100,0,0,50,50,66.7
2016,South-Eastern Asia,ASE,Philippines,PHL,Labor ,100,100,100,0,0,60,50,50,50,0,50,40,50
2016,South-Eastern Asia,ASE,Philippines,PHL,Price indexes,100,100,100,50,0,70,50,50,50,0,50,40,55
2016,South-Eastern Asia,ASE,Philippines,PHL,Government finance,100,100,50,0,0,62.5,0,100,0,0,50,30,44.4
2016,South-Eastern Asia,ASE,Philippines,PHL,Money & banking,50,50,0,0,0,33.3,0,100,0,0,50,30,31.3
2016,South-Eastern Asia,ASE,Philippines,PHL,International trade,50,50,50,0,0,50,0,100,0,0,50,30,37.5
2016,South-Eastern Asia,ASE,Philippines,PHL,Balance of payments,100,100,100,0,0,100,0,100,0,0,50,30,56.3
2016,South-Eastern Asia,ASE,Philippines,PHL,Economic & financial statistics subscore,85.7,85.7,71.4,25,0,66.7,28.6,85.7,14.3,0,50,35.7,49.2
2016,South-Eastern Asia,ASE,Philippines,PHL,Land use,50,50,50,0,0,30,0,100,0,0,50,30,30
2016,South-Eastern Asia,ASE,Philippines,PHL,Resource use,50,50,50,50,50,50,0,100,0,0,50,30,40
2016,South-Eastern Asia,ASE,Philippines,PHL,Energy use,100,100,100,0,0,60,0,100,0,0,50,30,45
2016,South-Eastern Asia,ASE,Philippines,PHL,Pollution,50,50,0,0,0,20,0,100,0,0,0,20,20
2016,South-Eastern Asia,ASE,Philippines,PHL,Built environment,100,0,0,100,0,40,0,100,0,50,50,40,40
2016,South-Eastern Asia,ASE,Singapore,SGP,Population & vital statistics,100,100,100,0,0,75,100,100,50,100,50,80,77.8
2016,South-Eastern Asia,ASE,Singapore,SGP,Education facilities,50,50,50,0,0,37.5,100,100,50,0,50,60,50
2016,South-Eastern Asia,ASE,Singapore,SGP,Education outcomes,50,50,50,0,0,37.5,100,100,50,0,50,60,50
2016,South-Eastern Asia,ASE,Singapore,SGP,Health facilities,100,100,100,0,0,75,100,100,50,0,50,60,66.7
2016,South-Eastern Asia,ASE,Singapore,SGP,Health outcomes,50,50,50,0,0,37.5,100,100,50,0,50,60,50
2016,South-Eastern Asia,ASE,Singapore,SGP,Reproductive health,50,50,50,0,0,37.5,100,50,50,0,50,50,44.4
2016,South-Eastern Asia,ASE,Singapore,SGP,Gender statistics ,50,50,50,0,0,37.5,100,100,50,0,50,60,50
2016,South-Eastern Asia,ASE,Singapore,SGP,Poverty & income,50,50,50,0,0,37.5,100,0,0,0,50,30,33.3
2016,South-Eastern Asia,ASE,Singapore,SGP,Social statistics subscore,62.5,62.5,62.5,0,0,46.9,100,81.3,43.8,12.5,50,57.5,52.8
2016,South-Eastern Asia,ASE,Singapore,SGP,National accounts,100,100,100,0,0,75,100,100,50,0,50,60,66.7
2016,South-Eastern Asia,ASE,Singapore,SGP,Labor ,50,50,50,0,0,37.5,100,100,50,0,50,60,50
2016,South-Eastern Asia,ASE,Singapore,SGP,Price indexes,100,100,100,0,0,75,100,100,50,100,50,80,77.8
2016,South-Eastern Asia,ASE,Singapore,SGP,Government finance,100,100,100,0,0,75,100,100,50,0,50,60,66.7
2016,South-Eastern Asia,ASE,Singapore,SGP,Money & banking,100,100,100,0,0,100,100,100,50,0,50,60,75
2016,South-Eastern Asia,ASE,Singapore,SGP,International trade,100,100,100,0,0,100,100,100,50,0,50,60,75
2016,South-Eastern Asia,ASE,Singapore,SGP,Balance of payments,100,100,100,0,0,100,100,100,50,0,50,60,75
2016,South-Eastern Asia,ASE,Singapore,SGP,Economic & financial statistics subscore,92.9,92.9,92.9,0,0,78,100,100,50,14.3,50,62.9,69.2
2016,South-Eastern Asia,ASE,Singapore,SGP,Land use,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,South-Eastern Asia,ASE,Singapore,SGP,Resource use,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,South-Eastern Asia,ASE,Singapore,SGP,Energy use,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,South-Eastern Asia,ASE,Singapore,SGP,Pollution,50,50,50,0,0,37.5,100,100,50,0,50,60,50
2016,South-Eastern Asia,ASE,Singapore,SGP,Built environment,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,South-Eastern Asia,ASE,Thailand,THA,Population & vital statistics,100,50,50,50,0,50,0,100,0,50,50,40,45
2016,South-Eastern Asia,ASE,Thailand,THA,Education facilities,50,50,50,50,0,40,50,50,50,0,50,40,40
2016,South-Eastern Asia,ASE,Thailand,THA,Education outcomes,50,50,50,0,0,30,50,50,50,50,50,50,40
2016,South-Eastern Asia,ASE,Thailand,THA,Health facilities,100,50,50,50,0,50,50,50,0,50,50,40,45
2016,South-Eastern Asia,ASE,Thailand,THA,Health outcomes,50,50,50,0,0,30,50,50,0,50,50,40,35
2016,South-Eastern Asia,ASE,Thailand,THA,Reproductive health,100,50,50,50,0,50,50,50,50,0,50,40,45
2016,South-Eastern Asia,ASE,Thailand,THA,Gender statistics ,100,50,0,0,0,30,0,100,0,50,50,40,35
2016,South-Eastern Asia,ASE,Thailand,THA,Poverty & income,100,50,50,50,0,50,0,100,0,50,50,40,45
2016,South-Eastern Asia,ASE,Thailand,THA,Social statistics subscore,81.3,50,43.8,31.3,0,41.3,31.3,68.8,18.8,37.5,50,41.3,41.3
2016,South-Eastern Asia,ASE,Thailand,THA,National accounts,50,50,50,0,0,37.5,0,100,0,50,50,40,38.9
2016,South-Eastern Asia,ASE,Thailand,THA,Labor ,100,100,50,0,0,50,100,0,0,100,50,50,50
2016,South-Eastern Asia,ASE,Thailand,THA,Price indexes,50,50,50,0,0,30,0,100,0,50,50,40,35
2016,South-Eastern Asia,ASE,Thailand,THA,Government finance,50,50,50,0,0,37.5,0,100,0,50,50,40,38.9
2016,South-Eastern Asia,ASE,Thailand,THA,Money & banking,50,50,50,0,0,50,0,100,0,50,50,40,43.8
2016,South-Eastern Asia,ASE,Thailand,THA,International trade,50,50,0,0,0,33.3,0,100,0,50,50,40,37.5
2016,South-Eastern Asia,ASE,Thailand,THA,Balance of payments,50,50,50,0,0,50,100,0,0,0,50,30,37.5
2016,South-Eastern Asia,ASE,Thailand,THA,Economic & financial statistics subscore,57.1,57.1,42.9,0,0,40.7,28.6,71.4,0,50,50,40,40.3
2016,South-Eastern Asia,ASE,Thailand,THA,Land use,100,50,0,50,0,40,0,100,0,50,50,40,40
2016,South-Eastern Asia,ASE,Thailand,THA,Resource use,50,50,50,0,0,30,0,100,0,50,50,40,35
2016,South-Eastern Asia,ASE,Thailand,THA,Energy use,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,South-Eastern Asia,ASE,Thailand,THA,Pollution,100,50,50,50,0,50,0,100,0,50,50,40,45
